,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.7,0.09,0.57,0.36,0.23,0.78,0.97,0.31,0.24,0.86
gamestone.csv,0.76,1.0,0.67,0.41,0.33,0.82,0.4,0.29,0.47,1.0
gbif-providertoolkit.csv,0.4,0.0,0.62,0.56,1.0,0.92,0.33,0.17,0.25,0.67
heekscad.csv,0.97,0.26,0.72,0.38,0.21,0.73,0.4,0.2,0.24,0.94
igarden.csv,1.0,0.0,0.91,1.0,1.0,0.8,0.08,0.31,0.27,1.0
levent.csv,0.78,0.15,0.49,0.37,0.21,1.0,0.4,0.22,0.37,0.87
owlapi.csv,0.61,0.18,0.46,0.35,0.04,0.57,0.62,1.0,0.38,0.75
pnotepad.csv,0.73,0.19,0.49,0.3,0.18,0.76,0.37,0.17,0.21,1.0
quark.csv,0.86,0.0,0.68,0.57,0.25,0.0,1.0,0.17,1.0,1.0
xcsoar.csv,0.84,0.12,0.96,0.38,0.31,0.88,0.39,0.26,0.26,0.9
