,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.4,0.19,0.31,0.19,0.49,0.22,0.01,0.24,0.79,0.4
gamestone.csv,0.17,0.0,0.13,0.18,0.15,0.09,0.04,0.15,0.15,0.0
gbif-providertoolkit.csv,0.13,0.19,0.04,0.06,0.0,0.04,0.03,0.08,0.06,0.2
heekscad.csv,0.04,0.27,0.21,0.64,0.46,0.43,0.54,0.4,0.54,0.2
igarden.csv,0.0,0.06,0.01,0.0,0.0,0.04,0.15,0.07,0.21,0.0
levent.csv,0.28,0.67,0.59,0.51,0.51,0.0,0.47,0.47,0.23,0.4
owlapi.csv,0.15,0.17,0.21,0.15,0.39,0.39,0.04,0.0,0.1,0.2
pnotepad.csv,0.53,0.58,0.76,1.0,0.87,0.48,0.68,0.84,0.94,0.0
quark.csv,0.06,0.0,0.11,0.04,0.04,0.0,0.0,0.04,0.0,0.0
xcsoar.csv,0.21,0.4,0.03,0.33,0.3,0.13,0.34,0.32,0.67,0.2
