,id,count_recall,count_precision,count_pf,cdom_score,bellwether
54,2,1,2,2,1,mclient-mume.csv
50,3,1,2,5,6,jam-daq.csv
48,4,2,5,14,16,icescrum.csv
56,5,1,6,9,9,geotools.csv
22,6,1,12,18,17,forester-atv.csv
17,7,1,4,16,15,sblim.csv
27,8,1,5,11,10,madman.csv
25,10,1,1,1,0,atunes.csv
16,11,2,2,1,2,columba.csv
55,13,1,1,2,2,nutz.csv
57,14,3,8,15,15,bibedt.csv
49,15,4,5,8,13,tradelink.csv
19,16,2,4,4,7,enlightenment.csv
24,17,1,1,2,1,voms.csv
14,18,1,1,2,2,qpe.csv
26,19,4,6,6,7,ng4j.csv
13,20,1,6,12,13,vars-redux.csv
28,21,4,3,5,7,alsa.csv
58,22,3,4,6,10,xtreemfs.csv
15,27,1,4,5,6,encog-java.csv
23,28,2,6,14,14,lamp.csv
18,29,1,9,16,15,taverna.csv
38,30,10,10,10,17,geogebra.csv
33,31,1,4,4,4,poormans.csv
12,33,1,6,10,9,igarden.csv
11,34,2,3,6,6,bloodycore.csv
6,35,1,2,3,3,vapor.csv
32,36,1,8,12,15,qcad2.csv
39,37,1,14,18,17,pixel-commandos.csv
31,38,1,4,5,6,mcmc-jags.csv
40,39,6,4,4,15,robocode.csv
52,40,1,4,8,6,k3d.csv
46,41,1,11,15,14,jcae.csv
20,42,1,3,6,5,badtrinitycore.csv
30,43,2,7,9,12,google-web-toolkit.csv
29,44,1,18,20,19,genoviz.csv
21,45,1,3,4,3,tolven.csv
45,46,3,2,3,4,minig.csv
53,47,1,11,19,19,ktc.csv
47,48,1,4,9,8,mptvseries.csv
51,49,3,4,4,6,riff-evolve.csv
3,50,1,7,11,11,jstock.csv
41,52,5,5,7,10,arm-webradio.csv
37,53,3,3,13,15,gmerlin.csv
36,54,1,2,3,2,graphmak.csv
42,55,2,9,20,17,sarasvati.csv
7,56,1,3,8,8,oscarmcmaster.csv
5,57,2,8,17,17,opengs.csv
8,58,2,7,16,14,lockss.csv
1,59,1,2,2,1,jmol.csv
10,60,2,7,10,13,fulguro.csv
0,61,1,7,10,9,alembik.csv
35,62,1,2,6,5,uclmda.csv
43,63,1,13,17,17,bionote.csv
44,64,1,6,12,11,psrchive.csv
34,65,2,4,5,9,tzod.csv
2,66,1,5,8,8,nassp.csv
9,67,1,1,1,0,jrdf.csv
4,68,1,6,9,9,umber.csv
