,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv,xqilla.csv,wxstudio.csv,simplewebservices.csv
acegisecurity.csv,0.58,0.63,0.69,0.42,0.36,0.49,0.62,0.56,0.35,0.33,0.26,0.6
gdis.csv,0.51,0.67,0.62,0.5,0.72,0.56,0.49,0.6,0.83,0.0,0.47,0.57
kml.csv,0.66,0.09,0.54,0.53,0.76,0.38,0.27,0.17,0.62,0.13,0.29,0.0
ppcboot.csv,0.3,0.62,0.38,0.63,0.59,0.41,0.56,0.21,0.29,0.0,0.0,0.05
repositorium.csv,0.1,0.0,0.01,0.04,0.1,0.72,0.05,0.51,0.19,0.66,0.41,0.33
rsyslog.csv,0.73,0.57,0.71,0.5,0.4,0.57,0.48,0.43,0.66,0.05,0.52,0.0
simplewebservices.csv,0.53,0.26,0.75,0.09,0.3,0.39,0.51,0.63,0.71,0.69,0.54,0.65
ultimairis.csv,0.72,0.09,0.73,0.66,0.74,0.41,0.68,0.33,0.71,0.0,0.38,0.05
wow-qrsk.csv,0.1,0.53,0.81,0.39,0.17,0.0,0.02,0.15,0.15,0.75,0.04,0.3
wxstudio.csv,0.52,0.32,0.27,0.37,0.36,0.61,0.42,0.14,0.45,0.0,0.71,0.04
xbg.csv,0.22,0.02,0.02,0.59,0.22,0.11,0.36,0.75,0.05,0.0,0.13,0.35
xqilla.csv,0.05,0.06,0.33,0.16,0.07,0.36,0.2,0.14,0.24,0.99,0.31,0.17
