,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,0.72,0.57,0.84,0.23,0.98
ingex.csv,0.25,0.48,0.26,0.2,0.4
jgnash.csv,0.36,0.19,0.5,0.44,0.56
openefm.csv,0.24,0.35,0.26,0.21,0.19
synecdoche.csv,0.58,0.61,0.26,0.44,0.19
