,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,findbugs.csv,tweetsharp.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,91.5,98.5,95.5,285.5,97.5,97.5,97.5,376.0,99.0,96.5,98.5,98.5,266.5,95.5,97.5,97.5
betoffice.csv,87.5,97.5,391.5,285.5,99.0,196.0,97.5,616.5,679.5,96.5,98.5,99.0,194.0,196.5,1411.0,97.5
bnetd.csv,379.0,98.5,292.5,280.5,99.0,569.5,97.5,846.5,99.0,96.5,98.5,99.0,291.5,97.5,196.0,97.5
elvishrayrenderer.csv,91.5,91.5,95.5,379.0,97.5,97.5,97.5,186.0,470.5,96.5,98.5,94.5,193.0,97.5,196.0,97.5
emisview.csv,284.5,0.0,88.5,187.0,93.5,576.5,97.5,565.5,99.0,24.5,98.5,97.5,95.5,67.5,97.5,94.5
findbugs.csv,379.0,98.5,93.5,185.0,99.0,97.5,95.5,559.0,99.0,94.5,186.0,99.0,291.5,89.5,196.0,97.5
hazelcast.csv,284.5,98.5,95.5,379.0,97.5,196.0,97.5,471.5,99.0,96.5,186.0,98.5,291.5,97.5,196.0,97.5
jitterbit.csv,379.0,98.5,89.5,280.5,196.5,196.0,93.5,371.0,99.0,192.0,281.5,98.5,291.5,97.5,196.0,94.5
jppf-project.csv,281.5,97.5,391.5,834.0,99.0,1726.5,95.5,1220.0,99.0,192.0,375.0,99.0,291.5,259.0,97.5,250.5
megasquirtavr.csv,379.0,98.5,292.5,379.0,99.0,196.0,97.5,656.5,99.0,194.0,98.5,99.0,291.5,196.5,196.0,97.5
stajistics.csv,91.5,97.5,99.0,379.0,97.5,196.0,97.5,376.0,872.5,194.0,98.5,99.0,194.0,196.5,274.5,94.5
trackit.csv,266.5,98.5,292.5,666.0,99.0,222.5,95.5,258.5,99.0,94.5,90.5,99.0,192.0,166.5,355.0,86.5
tweetsharp.csv,279.5,96.5,387.5,686.5,295.5,196.0,97.5,344.0,99.0,194.0,279.5,173.0,192.0,196.5,196.0,94.5
wxlua.csv,377.0,98.5,291.5,185.0,99.0,419.5,97.5,358.0,99.0,194.0,98.5,98.5,93.5,196.5,358.0,97.5
x4x.csv,89.5,98.5,391.5,285.5,99.0,97.5,97.5,461.5,99.0,96.5,98.5,98.5,192.0,97.5,196.0,97.5
xharbour.csv,377.0,98.5,293.0,185.0,295.5,1613.0,97.5,371.0,99.0,192.0,279.5,90.5,291.5,97.5,196.0,97.5
