,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,tycho.csv,unicase.csv
gwanted.csv,0.22,1.0,0.44,1.0,0.6,0.8,0.12,1.0,1.0,1.0,0.68
ivatamasks.csv,0.4,1.0,0.12,0.99,0.68,0.8,0.38,0.29,0.83,0.65,0.78
java-gnome.csv,0.52,0.99,0.17,0.91,0.63,1.0,0.51,0.24,0.97,1.0,0.79
orc.csv,0.04,1.0,1.0,0.52,0.59,0.81,0.43,0.19,0.0,0.0,0.66
plato.csv,0.11,0.98,0.09,0.65,0.68,1.0,0.37,0.17,0.78,0.55,0.72
rodin-b-sharp.csv,0.0,1.0,0.28,0.72,0.75,0.75,1.0,0.21,0.94,0.0,0.82
tycho.csv,0.08,0.99,0.11,0.66,0.68,0.85,0.34,0.21,0.94,0.97,0.72
umber.csv,1.0,0.98,0.07,0.78,0.9,0.67,0.57,0.24,0.89,0.57,0.78
unicase.csv,0.4,1.0,0.15,0.64,0.69,0.9,0.44,0.19,0.71,1.0,0.99
vienna-add-in.csv,0.43,0.98,0.1,0.71,1.0,0.85,0.38,0.24,0.82,0.56,0.76
wpdev.csv,0.26,1.0,0.1,0.68,0.67,0.84,0.36,0.18,0.8,0.56,0.72
