,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,tycho.csv,unicase.csv
gwanted.csv,0.68,0.2,0.44,0.07,0.7,0.67,0.03,0.89,0.02,0.03,0.72
ivatamasks.csv,0.89,0.64,0.75,0.98,0.65,0.29,0.63,0.61,0.26,0.74,0.58
java-gnome.csv,0.68,0.59,0.69,0.53,0.23,0.36,0.61,0.54,1.0,0.09,0.41
orc.csv,0.11,0.12,0.94,0.12,0.66,0.83,0.11,0.14,0.0,0.0,0.64
plato.csv,0.37,0.93,0.75,0.85,0.88,1.0,0.9,0.86,0.86,0.8,0.92
rodin-b-sharp.csv,0.0,0.43,0.31,0.18,0.04,0.21,0.96,0.21,0.77,0.0,0.19
tycho.csv,0.21,0.58,0.56,0.76,0.53,0.55,0.63,0.54,0.81,1.0,0.88
umber.csv,1.0,0.72,0.19,0.63,0.11,0.14,0.63,0.29,0.84,0.11,0.17
unicase.csv,0.95,0.81,0.88,0.65,0.4,0.64,0.71,0.71,0.44,0.03,0.98
vienna-add-in.csv,0.95,0.94,0.75,0.89,0.99,0.55,0.86,0.75,0.82,0.71,0.66
wpdev.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.86,0.98,1.0,1.0
