,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,tycho.csv,unicase.csv
gwanted.csv,0.85,0.0,0.06,0.0,0.95,0.88,0.14,0.0,0.0,0.0,0.91
ivatamasks.csv,0.47,0.0,0.66,0.02,0.63,0.38,0.59,0.31,0.19,0.5,0.42
java-gnome.csv,0.22,0.5,0.39,0.11,0.27,0.0,0.34,0.35,0.12,0.0,0.29
orc.csv,0.84,0.0,0.0,0.23,0.95,1.0,0.08,0.12,0.19,0.0,0.89
plato.csv,0.98,1.0,0.91,0.96,0.83,0.0,0.87,0.87,0.88,0.82,0.92
rodin-b-sharp.csv,0.04,0.0,0.09,0.15,0.02,0.38,0.0,0.17,0.19,0.0,0.1
tycho.csv,0.8,0.5,0.52,0.81,0.51,0.5,0.69,0.42,0.19,0.04,0.88
umber.csv,0.0,1.0,0.28,0.38,0.02,0.38,0.27,0.18,0.38,0.11,0.12
unicase.csv,0.49,0.0,0.59,0.77,0.37,0.38,0.52,0.62,0.62,0.0,0.02
vienna-add-in.csv,0.44,1.0,0.76,0.74,0.0,0.5,0.79,0.49,0.62,0.71,0.55
wpdev.csv,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.83,0.88,1.0,1.0
