,wpdev.csv,nova.csv,crisscross.csv,ontomorphtab.csv,abbot.csv,jitterbit.csv,vienna-add-in.csv,jguard.csv,gabel.csv,vrjuggler.csv,mycila.csv,tmva.csv
abbot.csv,0.94,0.33,0.35,0.68,0.82,0.52,0.75,0.44,0.16,0.31,0.32,0.65
crisscross.csv,0.97,0.37,0.53,0.81,0.51,0.42,0.75,0.5,0.16,0.35,0.36,0.84
gabel.csv,0.62,0.38,0.33,0.63,0.2,0.42,0.39,0.25,0.44,0.09,0.27,0.58
jguard.csv,0.96,0.37,0.3,0.68,0.83,0.32,0.76,0.61,0.15,0.35,0.38,0.84
jitterbit.csv,0.65,0.0,0.27,0.59,0.65,0.61,0.54,0.42,0.16,0.25,0.24,0.61
mycila.csv,0.88,0.26,0.26,0.51,0.83,0.19,0.68,0.56,0.21,0.34,0.41,0.68
nova.csv,0.76,0.67,0.29,0.67,0.55,0.33,0.55,0.6,0.26,0.23,0.24,0.71
ontomorphtab.csv,0.95,0.37,0.3,0.74,0.8,0.34,0.64,0.52,0.22,0.36,0.34,0.83
tmva.csv,0.45,0.42,0.3,0.76,0.83,0.27,0.8,0.43,0.15,0.17,0.33,0.82
vienna-add-in.csv,0.77,0.45,0.3,0.69,0.56,0.43,0.76,0.34,0.05,0.32,0.24,0.75
vrjuggler.csv,0.65,0.14,0.07,0.46,0.53,0.28,0.59,0.34,0.0,0.44,0.28,0.18
wpdev.csv,1.0,0.36,0.26,0.8,0.55,0.43,0.78,0.5,0.15,0.31,0.32,0.85
