,wpdev.csv,nova.csv,crisscross.csv,ontomorphtab.csv,abbot.csv,jitterbit.csv,vienna-add-in.csv,jguard.csv,gabel.csv,vrjuggler.csv,mycila.csv,tmva.csv
abbot.csv,0.88,0.38,0.81,0.77,0.82,0.8,0.9,0.73,1.0,0.56,1.0,0.6
crisscross.csv,0.96,1.0,0.86,0.94,0.39,0.92,0.87,0.93,0.62,1.0,0.9,0.99
gabel.csv,0.45,0.31,0.62,0.49,0.11,0.34,0.25,0.2,0.88,0.06,0.4,0.46
jguard.csv,0.94,1.0,0.9,0.77,1.0,0.63,0.89,0.7,1.0,1.0,1.0,0.98
jitterbit.csv,0.48,0.0,0.67,0.46,0.52,0.66,0.51,0.47,1.0,0.31,0.6,0.49
mycila.csv,0.8,0.46,0.76,0.43,0.95,0.25,0.67,0.83,1.0,0.94,0.6,0.6
nova.csv,0.62,0.85,0.62,0.57,0.48,0.59,0.48,0.67,1.0,0.38,0.4,0.64
ontomorphtab.csv,0.91,1.0,1.0,0.66,0.93,0.56,0.66,0.8,0.88,1.0,0.9,0.95
tmva.csv,0.29,0.31,1.0,0.97,1.0,0.43,1.0,0.53,1.0,0.19,1.0,0.76
vienna-add-in.csv,0.63,0.77,0.76,0.74,0.52,0.64,0.73,0.37,0.12,0.56,0.5,0.73
vrjuggler.csv,0.49,0.15,0.1,0.4,0.43,0.29,0.52,0.37,0.0,0.62,0.4,0.1
wpdev.csv,1.0,0.69,0.57,1.0,0.48,0.98,0.95,0.97,1.0,0.75,1.0,1.0
