,qgo.csv,dynalloy.csv,firebird.csv,nosleepsoftware.csv,yield.csv,popeye-chess.csv,cities3d.csv,blue-c.csv,hydrogen.csv,openmalaria.csv,all-plasm.csv,xmoto.csv
all-plasm.csv,0.7,0.66,0.61,0.83,0.65,0.65,0.49,0.7,0.68,0.7,0.0,0.69
blue-c.csv,0.65,0.59,0.6,1.1,0.58,0.42,0.43,0.04,0.66,0.46,0.68,0.58
cities3d.csv,1.01,0.83,0.79,0.76,0.87,0.92,0.08,0.82,0.87,0.88,0.83,0.79
dynalloy.csv,0.86,0.02,0.98,0.89,1.0,0.96,0.96,1.0,0.84,0.98,0.56,0.85
firebird.csv,0.42,0.62,0.05,0.64,0.56,0.51,0.47,0.5,0.69,0.58,0.74,0.64
hydrogen.csv,0.59,0.75,0.64,0.76,0.88,0.7,0.42,0.84,0.0,0.95,0.56,0.69
nosleepsoftware.csv,0.68,1.0,0.77,0.12,0.97,1.01,0.94,1.06,1.0,0.89,1.0,0.87
openmalaria.csv,0.46,0.7,0.63,0.54,0.5,0.37,0.72,0.59,0.54,0.02,0.98,0.51
popeye-chess.csv,0.53,0.61,0.54,1.02,0.47,0.07,0.47,0.42,0.66,0.45,0.74,0.49
qgo.csv,0.03,0.8,0.61,0.51,0.79,0.63,0.79,0.87,0.69,0.84,0.63,0.67
xmoto.csv,0.76,0.72,0.56,0.67,0.59,0.48,0.46,0.69,0.33,0.65,0.74,0.0
yield.csv,0.55,0.66,0.68,0.67,0.1,0.61,0.94,0.73,0.79,0.58,1.03,0.76
