,qgo.csv,dynalloy.csv,firebird.csv,nosleepsoftware.csv,yield.csv,popeye-chess.csv,cities3d.csv,blue-c.csv,hydrogen.csv,openmalaria.csv,all-plasm.csv,xmoto.csv
all-plasm.csv,0.48,0.49,0.62,0.25,0.6,0.51,0.16,0.55,0.18,0.46,1.0,0.46
blue-c.csv,0.52,0.45,0.6,0.0,0.57,0.63,0.17,0.97,0.18,0.64,0.45,0.58
cities3d.csv,0.43,0.29,0.53,0.23,0.4,0.36,0.97,0.48,0.13,0.33,0.44,0.39
dynalloy.csv,0.47,1.0,0.51,0.28,0.47,0.44,0.09,0.53,0.15,0.44,0.52,0.46
firebird.csv,0.69,0.43,0.97,0.33,0.62,0.58,0.15,0.74,0.15,0.55,0.43,0.56
hydrogen.csv,0.55,0.35,0.62,0.4,0.41,0.65,0.32,0.62,1.0,1.0,0.52,0.92
nosleepsoftware.csv,0.67,0.0,0.58,1.0,0.22,0.08,0.04,0.08,0.0,0.5,0.0,0.5
openmalaria.csv,0.62,0.37,0.59,0.36,0.64,0.68,0.1,0.63,0.2,0.98,0.32,0.58
popeye-chess.csv,0.6,0.46,0.66,0.05,0.76,0.94,0.15,0.79,0.18,0.71,0.43,0.76
qgo.csv,0.97,0.38,0.68,0.67,0.87,0.87,0.09,0.8,0.38,0.64,0.53,0.75
xmoto.csv,0.43,0.36,0.63,0.35,0.71,0.61,0.18,0.71,0.36,0.71,0.41,1.0
yield.csv,0.59,0.39,0.57,0.3,1.0,0.51,0.09,0.56,0.17,0.54,0.3,0.48
