,qgo.csv,dynalloy.csv,firebird.csv,nosleepsoftware.csv,yield.csv,popeye-chess.csv,cities3d.csv,blue-c.csv,hydrogen.csv,openmalaria.csv,all-plasm.csv,xmoto.csv
all-plasm.csv,9.0,2.0,0.0,1.0,4.0,5.0,74.0,2.0,3.0,13.0,0.0,1.0
blue-c.csv,3.0,2.0,0.0,62.0,2.0,4.0,11.0,1.0,4.0,1.0,1.0,1.0
cities3d.csv,18.0,2.0,0.0,1.0,8.0,12.0,0.0,2.0,5.0,3.0,1.0,1.0
dynalloy.csv,13.0,0.0,0.0,1.0,8.0,12.0,47.0,2.0,5.0,2.0,0.0,0.0
firebird.csv,3.0,2.0,0.0,4.0,0.0,4.0,44.0,0.0,4.0,0.0,0.0,1.0
hydrogen.csv,11.0,1.0,0.0,0.0,13.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0
nosleepsoftware.csv,2.0,142.0,2.0,0.0,5.0,8.0,69.0,11.0,115.0,4.0,50.0,0.0
openmalaria.csv,2.0,0.0,0.0,2.0,1.0,3.0,25.0,2.0,2.0,0.0,0.0,1.0
popeye-chess.csv,3.0,0.0,0.0,15.0,0.0,1.0,16.0,1.0,2.0,4.0,0.0,0.0
qgo.csv,0.0,0.0,0.0,1.0,1.0,1.0,23.0,1.0,5.0,3.0,3.0,2.0
xmoto.csv,13.0,8.0,0.0,1.0,8.0,7.0,48.0,1.0,5.0,3.0,0.0,0.0
yield.csv,1.0,1.0,0.0,1.0,0.0,3.0,70.0,0.0,5.0,0.0,1.0,0.0
