,qgo.csv,dynalloy.csv,firebird.csv,nosleepsoftware.csv,yield.csv,popeye-chess.csv,cities3d.csv,blue-c.csv,hydrogen.csv,openmalaria.csv,all-plasm.csv,xmoto.csv
all-plasm.csv,0.63,0.38,0.48,0.19,0.4,0.8,0.62,0.53,0.38,0.43,1.0,0.53
blue-c.csv,0.47,0.58,0.56,0.0,0.71,0.89,0.78,1.0,0.88,0.64,0.43,0.5
cities3d.csv,0.87,0.4,0.8,0.5,0.51,0.57,0.92,0.53,0.75,0.33,0.19,0.44
dynalloy.csv,0.9,0.98,0.92,1.0,0.95,0.94,1.0,0.93,0.94,0.95,0.57,0.89
firebird.csv,0.67,0.73,0.96,0.44,0.52,0.89,0.7,0.57,0.56,0.57,0.76,0.42
hydrogen.csv,0.57,0.58,0.43,0.25,0.59,0.31,0.59,0.17,1.0,0.05,0.57,0.31
nosleepsoftware.csv,0.33,0.0,0.26,0.88,0.03,0.03,0.08,0.03,0.0,0.12,0.0,0.14
openmalaria.csv,0.83,0.6,0.74,0.62,0.62,0.74,0.86,0.57,0.75,1.0,0.62,0.69
popeye-chess.csv,0.6,0.48,0.58,0.06,0.56,0.94,0.73,0.63,0.88,0.6,0.76,0.53
qgo.csv,1.0,0.23,0.44,0.5,0.21,0.37,0.24,0.13,0.31,0.17,0.43,0.33
xmoto.csv,0.5,0.52,0.6,0.38,0.43,0.66,0.62,0.33,0.75,0.36,0.62,1.0
yield.csv,0.9,0.58,0.8,0.81,0.9,0.69,0.95,0.73,1.0,0.71,0.57,0.86
