,f1,g,recall,precision,pf,wins
algebsql.csv,0.345,0.42500000000000004,0.54,0.51,0.53,7
amygdala.csv,0.185,0.27,0.235,0.44,0.265,1
cme.csv,0.0,0.0,0.0,0.0,0.0,0
dspace-gsoc.csv,0.48,0.53,0.64,0.46,0.41000000000000003,13
hydrate.csv,0.36,0.41000000000000003,0.37,0.435,0.33999999999999997,5
ivef-sdk.csv,0.36,0.315,0.52,0.27,0.58,2
jmri.csv,0.38,0.38,0.33999999999999997,0.54,0.27,9
kdenlive.csv,0.525,0.61,0.6950000000000001,0.52,0.5,15
motu.csv,0.585,0.52,0.755,0.485,0.61,14
plplot.csv,0.535,0.45499999999999996,0.66,0.495,0.635,12
projectfactory.csv,0.325,0.37,0.325,0.515,0.275,6
runuomondains.csv,0.505,0.495,0.55,0.44999999999999996,0.495,11
somap.csv,0.585,0.28500000000000003,1.0,0.49,0.925,10
taverna.csv,0.35,0.365,0.32,0.53,0.245,8
tigermud.csv,0.30000000000000004,0.23,0.3,0.405,0.315,3
wishmaster.csv,0.32,0.33999999999999997,0.3,0.455,0.275,4
