,kdenlive.csv,jmri.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,plplot.csv,wishmaster.csv,motu.csv,projectfactory.csv,amygdala.csv,dspace-gsoc.csv,runuomondains.csv,somap.csv,tigermud.csv,hydrate.csv,cme.csv
algebsql.csv,0.81,0.57,0.48,0.54,0.74,0.66,0.71,0.69,0.8,0.66,0.91,0.45,0.67,0.8,0.5,0.62
amygdala.csv,0.41,0.85,0.52,0.8,0.86,0.86,0.85,0.93,0.81,0.41,0.48,0.83,0.54,0.52,0.5,0.62
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.86,0.0,0.88,0.8,0.83
dspace-gsoc.csv,0.38,0.39,0.42,0.52,0.53,0.33,0.33,0.35,0.38,0.41,0.36,0.54,0.34,0.47,0.48,0.36
hydrate.csv,0.93,0.39,0.39,0.83,0.47,0.49,0.81,0.5,0.56,0.83,0.56,0.45,0.5,0.57,0.38,0.36
ivef-sdk.csv,0.47,0.67,0.63,0.61,0.7,0.57,0.39,0.5,0.47,0.8,0.83,0.5,0.57,0.88,0.0,0.57
jmri.csv,0.5,0.53,0.55,0.79,0.51,0.59,0.5,0.64,0.67,0.52,0.75,0.81,0.65,0.86,0.64,0.36
kdenlive.csv,0.38,0.4,0.37,0.45,0.47,0.39,0.4,0.38,0.39,0.4,0.28,0.36,0.33,0.36,0.31,0.33
motu.csv,0.36,0.41,0.42,0.64,0.57,0.47,0.39,0.52,0.38,0.42,0.39,0.48,0.37,0.47,0.45,0.41
plplot.csv,0.44,0.45,0.58,0.52,0.41,0.56,0.4,0.39,0.51,0.69,0.33,0.46,0.4,0.42,0.41,0.55
projectfactory.csv,0.8,0.71,0.72,0.88,0.69,0.47,0.48,0.42,0.55,0.93,0.89,0.64,0.8,0.6,0.56,0.5
runuomondains.csv,0.42,0.44,0.42,0.42,0.48,0.45,0.36,0.38,0.37,0.44,0.38,0.75,0.46,0.55,0.5,0.41
somap.csv,0.42,0.38,0.39,0.47,0.48,0.53,0.4,0.38,0.43,0.41,0.29,0.43,0.39,0.43,0.37,0.36
taverna.csv,0.95,0.55,0.64,0.72,0.51,0.6,0.68,0.46,0.49,0.94,0.86,0.59,0.75,0.88,0.9,0.71
tigermud.csv,0.89,0.42,0.55,0.0,0.89,0.5,0.88,0.38,0.87,0.8,0.61,0.68,0.38,0.56,0.37,0.75
wishmaster.csv,0.64,0.56,0.68,0.51,0.67,0.62,0.55,0.89,0.62,0.59,0.82,0.52,0.7,0.78,0.75,0.4
