,kdenlive.csv,jmri.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,plplot.csv,wishmaster.csv,motu.csv,projectfactory.csv,amygdala.csv,dspace-gsoc.csv,runuomondains.csv,somap.csv,tigermud.csv,hydrate.csv,cme.csv
algebsql.csv,0.45,0.51,0.46,0.76,0.88,0.39,0.29,0.24,0.18,0.44,0.3,0.19,0.08,0.2,0.65,0.19
amygdala.csv,0.61,0.42,0.48,0.14,0.05,0.14,0.15,0.07,0.22,0.73,0.52,0.14,0.65,0.52,0.06,0.15
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.19,0.16,0.91
dspace-gsoc.csv,0.68,0.58,0.42,0.24,0.19,0.48,0.34,0.4,0.62,0.65,0.78,0.38,0.95,0.48,0.64,0.18
hydrate.csv,0.33,0.6,0.52,0.05,0.24,0.39,0.13,0.31,0.45,0.14,0.48,0.28,0.5,0.45,0.77,0.26
ivef-sdk.csv,0.69,0.55,0.37,1.0,0.24,0.36,0.36,0.0,0.61,0.05,0.24,0.0,0.68,0.43,0.0,0.2
jmri.csv,0.55,0.64,0.14,0.72,0.5,0.49,0.15,0.15,0.38,0.46,0.29,0.33,0.44,0.29,0.38,0.18
kdenlive.csv,0.76,0.52,0.39,0.49,0.17,0.53,0.29,0.43,0.57,0.64,0.81,0.27,0.8,0.57,0.77,0.26
motu.csv,0.74,0.63,0.5,0.92,0.25,0.41,0.37,0.5,0.64,0.63,0.63,0.23,0.9,0.57,0.6,0.16
plplot.csv,0.68,0.56,0.19,0.51,0.66,0.65,0.24,0.37,0.51,0.31,0.71,0.22,0.77,0.67,0.7,0.05
projectfactory.csv,0.11,0.4,0.4,0.11,0.29,0.46,0.21,0.45,0.59,0.3,0.31,0.33,0.34,0.32,0.66,0.32
runuomondains.csv,0.61,0.68,0.25,0.21,0.51,0.5,0.29,0.43,0.62,0.56,0.55,0.5,0.64,0.26,0.55,0.12
somap.csv,0.76,0.58,0.53,0.56,0.63,0.39,0.33,0.37,0.59,0.7,0.79,0.23,0.9,0.77,0.78,0.2
taverna.csv,0.33,0.42,0.63,0.09,0.69,0.44,0.28,0.33,0.58,0.33,0.4,0.32,0.43,0.14,0.37,0.11
tigermud.csv,0.43,0.6,0.43,0.0,0.1,0.17,0.0,0.34,0.22,0.09,0.33,0.27,0.79,0.73,0.74,0.0
wishmaster.csv,0.63,0.42,0.26,0.56,0.06,0.36,0.51,0.18,0.22,0.54,0.38,0.28,0.39,0.27,0.16,0.22
