,qtractor.csv,quarkplayer.csv,open-data-kit.csv,turbotrader-bos.csv,ng4j.csv
ng4j.csv,0.43,0.6,0.46,0.65,0.29
open-data-kit.csv,0.72,0.95,0.34,0.77,0.69
qtractor.csv,0.38,0.75,0.55,0.47,0.38
quarkplayer.csv,0.89,0.43,0.79,0.67,1.01
turbotrader-bos.csv,0.69,0.76,0.82,0.37,0.57
