,qtractor.csv,quarkplayer.csv,open-data-kit.csv,turbotrader-bos.csv,ng4j.csv
ng4j.csv,0.68,0.64,0.63,0.88,0.8
open-data-kit.csv,0.86,0.91,0.78,0.87,0.9
qtractor.csv,0.75,0.73,0.47,0.7,0.65
quarkplayer.csv,0.18,0.73,0.26,0.44,0.0
turbotrader-bos.csv,0.32,0.27,0.18,0.7,0.45
