,qtractor.csv,quarkplayer.csv,open-data-kit.csv,turbotrader-bos.csv,ng4j.csv
ng4j.csv,0.7,0.15,0.71,0.56,0.67
open-data-kit.csv,0.7,0.12,0.81,0.51,0.46
qtractor.csv,0.75,0.12,0.61,0.58,0.62
quarkplayer.csv,0.24,0.22,0.37,0.4,0.0
turbotrader-bos.csv,0.45,0.12,0.3,0.65,0.49
