,jmoney.csv,array4j.csv,dxengine.csv,sblim.csv,jmonkeyengine.csv,chaperon.csv,calcubetimer.csv,matrex.csv,roolo.csv,jas.csv,primefaces.csv,chaosrts.csv,factor.csv,emono.csv
array4j.csv,0.05,0.0,0.2,0.24,0.24,0.17,0.0,0.12,0.19,0.17,0.15,0.21,0.13,0.1
calcubetimer.csv,0.68,0.75,0.63,0.58,0.8,0.5,0.0,0.63,0.68,0.58,0.63,0.79,0.43,0.69
chaosrts.csv,0.76,0.65,0.92,0.67,0.64,0.6,1.0,0.61,0.68,0.6,0.44,0.11,0.57,0.98
chaperon.csv,0.1,0.0,0.04,0.0,0.1,0.0,0.0,0.0,0.14,0.09,0.07,0.05,0.17,0.12
dxengine.csv,0.17,0.21,0.02,0.3,0.2,0.25,0.0,0.07,0.11,0.09,0.22,0.16,0.09,0.21
emono.csv,0.34,0.37,0.49,0.46,0.6,0.33,0.5,0.69,0.46,0.73,0.41,0.79,0.43,0.02
factor.csv,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.03,0.0,0.04,0.21,0.04,0.0
jas.csv,0.34,0.16,0.27,0.18,0.1,0.15,0.25,0.12,0.32,0.0,0.15,0.16,0.3,0.48
jmoney.csv,0.0,0.03,0.04,0.08,0.24,0.12,0.0,0.01,0.08,0.08,0.0,0.32,0.13,0.07
jmonkeyengine.csv,0.27,0.33,0.37,0.35,0.0,0.21,0.75,0.08,0.68,0.32,0.15,0.11,0.48,0.5
matrex.csv,0.29,0.11,0.18,0.08,0.2,0.0,0.0,0.01,0.14,0.02,0.0,0.42,0.09,0.17
primefaces.csv,0.73,0.67,0.94,0.49,0.48,0.75,0.75,0.72,0.59,0.64,0.0,0.26,0.35,0.98
roolo.csv,0.1,0.21,0.08,0.14,0.18,0.17,0.25,0.15,0.0,0.46,0.07,0.42,0.09,0.12
sblim.csv,0.0,0.02,0.0,0.01,0.04,0.04,0.0,0.01,0.03,0.0,0.19,0.0,0.17,0.1
