,jmoney.csv,array4j.csv,dxengine.csv,sblim.csv,jmonkeyengine.csv,chaperon.csv,calcubetimer.csv,matrex.csv,roolo.csv,jas.csv,primefaces.csv,chaosrts.csv,factor.csv,emono.csv
array4j.csv,0.83,0.93,0.92,0.96,0.68,0.88,0.58,0.96,0.89,0.96,0.81,0.7,0.88,0.93
calcubetimer.csv,0.32,0.38,0.42,0.56,0.34,0.48,0.43,0.32,0.35,0.46,0.33,0.4,0.83,0.44
chaosrts.csv,0.29,0.37,0.41,0.51,0.35,0.39,0.46,0.34,0.41,0.4,0.37,0.4,0.61,0.43
chaperon.csv,0.88,0.0,0.83,0.0,0.86,0.75,0.8,0.0,0.89,0.9,0.8,0.9,0.91,0.9
dxengine.csv,0.56,0.79,0.54,0.57,0.72,0.77,0.86,0.94,0.89,0.93,0.67,0.72,0.8,0.6
emono.csv,0.46,0.67,0.51,0.74,0.45,0.84,0.57,0.47,0.56,0.53,0.52,0.45,0.91,0.52
factor.csv,0.0,0.0,0.0,0.91,0.8,0.0,0.89,0.5,0.5,0.0,0.0,0.95,0.52,0.0
jas.csv,0.44,0.92,0.63,0.7,0.86,0.88,0.67,0.95,0.81,0.86,0.88,0.95,0.92,0.81
jmoney.csv,0.53,0.83,0.75,0.9,0.67,0.62,0.53,0.69,0.83,0.9,0.0,0.52,0.8,0.92
jmonkeyengine.csv,0.8,0.84,0.58,0.64,0.78,0.8,0.79,0.92,0.51,0.95,0.9,0.91,0.73,0.69
matrex.csv,0.57,0.91,0.93,0.9,0.88,0.0,0.62,0.46,0.86,0.5,0.0,0.43,0.5,0.94
primefaces.csv,0.59,0.47,0.42,0.68,0.46,0.45,0.72,0.59,0.48,0.47,0.44,0.65,0.9,0.45
roolo.csv,0.67,0.7,0.75,0.94,0.93,0.88,0.69,0.67,0.8,0.84,0.88,0.61,0.67,0.93
sblim.csv,0.67,0.0,0.0,0.85,0.5,0.5,0.8,0.5,0.5,0.0,0.86,0.86,0.83,0.8
