,jmoney.csv,array4j.csv,dxengine.csv,sblim.csv,jmonkeyengine.csv,chaperon.csv,calcubetimer.csv,matrex.csv,roolo.csv,jas.csv,primefaces.csv,chaosrts.csv,factor.csv,emono.csv
array4j.csv,0.67,1.0,0.23,0.13,0.37,0.0,1.0,0.62,0.22,0.13,0.75,0.94,0.62,0.71
calcubetimer.csv,0.4,0.19,0.4,0.11,0.29,0.11,1.0,0.6,0.26,0.06,0.6,0.88,0.17,0.72
chaosrts.csv,0.39,0.24,0.36,0.11,0.33,0.06,0.9,0.57,0.36,0.07,0.68,0.99,0.28,0.65
chaperon.csv,0.5,1.0,0.67,0.0,0.29,1.0,1.0,0.0,0.44,0.0,0.6,0.9,0.64,0.76
dxengine.csv,0.61,0.07,0.96,0.4,0.44,0.08,1.0,0.69,0.56,0.21,0.67,0.9,0.6,0.7
emono.csv,0.5,0.15,0.39,0.09,0.29,0.16,0.95,0.45,0.32,0.03,0.59,0.88,0.09,0.99
factor.csv,0.0,0.0,0.0,0.36,0.2,0.0,1.0,1.0,0.5,0.0,0.0,0.79,0.98,1.0
jas.csv,0.48,0.17,0.48,0.5,0.29,0.12,0.97,0.59,0.43,1.0,0.5,0.85,0.42,0.58
jmoney.csv,1.0,0.67,0.5,0.3,0.2,0.25,1.0,0.97,0.5,0.1,1.0,0.86,0.4,0.75
jmonkeyengine.csv,0.27,0.16,0.5,0.34,1.0,0.0,0.89,0.5,0.42,0.03,0.6,0.94,0.63,0.62
matrex.csv,0.43,0.36,0.36,0.3,0.38,1.0,1.0,0.99,0.29,0.0,1.0,0.89,0.0,0.61
primefaces.csv,0.12,0.21,0.34,0.13,0.35,0.05,0.83,0.29,0.19,0.05,1.0,0.93,0.2,0.63
roolo.csv,0.73,0.35,0.0,0.29,0.36,0.0,0.94,0.72,1.0,0.05,0.75,0.82,0.33,0.67
sblim.csv,1.0,0.0,0.0,0.95,0.0,0.0,1.0,0.5,0.5,0.0,0.29,1.0,0.83,0.73
