,jmoney.csv,array4j.csv,dxengine.csv,sblim.csv,jmonkeyengine.csv,chaperon.csv,calcubetimer.csv,matrex.csv,roolo.csv,jas.csv,primefaces.csv,chaosrts.csv,factor.csv,emono.csv
array4j.csv,0.8,0.06,0.91,0.9,0.66,1.01,0.66,0.8,0.92,0.65,0.72,0.61,0.89,0.88
calcubetimer.csv,0.68,0.81,0.67,0.93,0.81,0.56,0.0,0.63,0.87,0.77,0.72,0.82,1.05,0.7
chaosrts.csv,0.76,0.68,0.92,0.95,0.65,0.78,1.06,0.63,0.74,0.71,0.57,0.11,1.04,0.98
chaperon.csv,0.81,0.94,0.85,1.0,0.89,0.0,0.91,1.0,0.81,1.0,0.93,0.94,0.85,0.81
dxengine.csv,0.48,0.96,0.08,0.37,0.59,0.79,0.88,0.85,0.76,0.63,0.73,0.83,0.93,0.77
emono.csv,0.45,0.83,0.64,0.94,0.69,0.42,0.62,0.81,0.76,0.96,0.73,0.82,1.07,0.02
factor.csv,1.0,1.0,1.0,0.82,0.95,1.0,0.84,0.97,0.95,1.0,1.0,0.92,0.04,0.99
jas.csv,0.49,0.89,0.59,0.36,0.89,0.76,0.54,0.83,0.64,0.12,0.91,0.89,0.93,0.81
jmoney.csv,0.05,0.75,0.93,0.87,0.87,0.52,0.73,0.58,0.85,0.88,0.97,0.79,0.96,0.89
jmonkeyengine.csv,0.84,0.82,0.48,0.47,0.0,1.02,0.93,0.92,0.68,0.93,0.86,0.77,0.72,0.76
matrex.csv,0.62,0.76,0.83,0.87,0.7,0.75,0.77,0.04,0.91,1.0,0.97,0.7,1.0,0.88
primefaces.csv,1.08,0.74,0.94,0.88,0.55,0.9,1.05,1.0,0.96,0.81,0.03,0.58,1.01,0.99
roolo.csv,0.46,0.6,1.0,0.79,0.74,1.01,0.77,0.63,0.0,0.78,0.85,0.85,0.98,0.88
sblim.csv,0.85,1.0,1.0,0.14,1.0,1.0,0.91,0.99,0.95,1.0,0.97,0.95,0.56,0.87
