,jmoney.csv,array4j.csv,dxengine.csv,sblim.csv,jmonkeyengine.csv,chaperon.csv,calcubetimer.csv,matrex.csv,roolo.csv,jas.csv,primefaces.csv,chaosrts.csv,factor.csv,emono.csv
array4j.csv,0.2,0.94,0.11,0.14,0.39,0.0,0.34,0.21,0.1,0.38,0.3,0.42,0.12,0.12
calcubetimer.csv,0.95,0.69,0.78,0.27,0.89,0.75,1.0,0.96,0.45,0.5,0.65,0.77,0.05,0.91
chaosrts.csv,1.0,0.81,1.0,0.32,0.89,0.5,0.66,0.84,0.7,0.62,0.65,0.99,0.12,0.94
chaperon.csv,0.2,0.06,0.15,0.0,0.11,1.0,0.09,0.0,0.2,0.0,0.08,0.06,0.17,0.2
dxengine.csv,0.55,0.06,0.93,0.77,0.44,0.25,0.12,0.15,0.25,0.38,0.3,0.19,0.07,0.26
emono.csv,0.7,0.25,0.59,0.18,0.67,0.75,0.62,0.58,0.4,0.38,0.4,0.77,0.02,1.0
factor.csv,0.0,0.0,0.0,0.18,0.06,0.0,0.16,0.03,0.05,0.0,0.0,0.11,1.0,0.01
jas.csv,0.65,0.12,0.48,0.68,0.11,0.25,0.52,0.18,0.45,0.88,0.1,0.12,0.12,0.35
jmoney.csv,0.95,0.25,0.07,0.14,0.17,0.5,0.27,0.42,0.15,0.12,0.02,0.27,0.05,0.11
jmonkeyengine.csv,0.2,0.25,0.7,0.68,1.0,0.0,0.45,0.08,0.9,0.12,0.15,0.24,0.46,0.42
matrex.csv,0.45,0.25,0.19,0.14,0.33,0.25,0.23,0.96,0.1,0.0,0.02,0.45,0.0,0.14
primefaces.csv,0.2,0.69,0.93,0.27,0.72,0.5,0.27,0.3,0.25,0.5,0.98,0.48,0.05,0.86
roolo.csv,0.55,0.44,0.0,0.23,0.28,0.0,0.27,0.38,1.0,0.38,0.15,0.26,0.02,0.12
sblim.csv,0.15,0.0,0.0,0.86,0.0,0.0,0.09,0.01,0.05,0.0,0.05,0.05,0.46,0.14
