,elmo.csv,xbplayer.csv,decidr.csv,tolven.csv,mscore.csv
decidr.csv,0.6,0.88,0.98,0.76,0.34
elmo.csv,1.0,0.07,0.02,0.0,0.05
mscore.csv,0.6,0.67,0.4,0.76,0.98
tolven.csv,1.0,0.31,0.35,0.92,0.3
xbplayer.csv,0.0,0.98,0.28,0.62,0.33
