,elmo.csv,xbplayer.csv,decidr.csv,tolven.csv,mscore.csv
decidr.csv,0.2,0.56,0.99,0.53,0.43
elmo.csv,0.91,0.12,0.05,0.0,0.09
mscore.csv,0.18,0.54,0.49,0.5,0.99
tolven.csv,0.14,0.29,0.45,0.96,0.42
xbplayer.csv,0.0,0.99,0.42,0.55,0.46
