,elmo.csv,xbplayer.csv,decidr.csv,tolven.csv,mscore.csv
decidr.csv,0.12,0.42,0.99,0.41,0.61
elmo.csv,0.83,0.3,0.62,0.0,0.75
mscore.csv,0.1,0.45,0.64,0.38,1.0
tolven.csv,0.08,0.27,0.65,1.0,0.69
xbplayer.csv,0.0,1.0,0.89,0.49,0.75
