,elmo.csv,xbplayer.csv,decidr.csv,tolven.csv,mscore.csv
decidr.csv,0.61,0.73,0.98,0.71,0.38
elmo.csv,1.0,0.09,0.02,0.0,0.06
mscore.csv,0.6,0.66,0.44,0.68,0.98
tolven.csv,0.33,0.34,0.39,0.93,0.34
xbplayer.csv,0.0,0.98,0.33,0.64,0.38
