,elmo.csv,xbplayer.csv,decidr.csv,tolven.csv,mscore.csv
decidr.csv,0.33,0.57,0.01,0.44,0.32
elmo.csv,0.01,0.08,0.02,0.01,0.02
mscore.csv,0.39,0.37,0.3,0.51,0.0
tolven.csv,0.91,0.4,0.24,0.0,0.2
xbplayer.csv,0.15,0.0,0.04,0.27,0.16
