,array4j.csv,mule.csv,sblim.csv,piccolo2d.csv,jbpm.csv,calcubetimer.csv,jgossipforum.csv,joustsim.csv,madman.csv,bigdata.csv,jas.csv,nunit.csv
array4j.csv,0.6,0.69,1.0,0.73,0.69,1.01,0.71,0.57,0.9,0.88,0.68,0.62
bigdata.csv,0.71,0.64,0.8,0.54,0.77,0.62,0.8,0.44,0.98,0.53,0.98,0.58
calcubetimer.csv,0.82,0.75,0.54,0.93,0.43,0.16,1.0,0.47,0.87,0.77,1.0,0.69
jas.csv,0.83,0.94,0.59,1.0,0.59,1.25,0.58,0.82,0.53,0.7,0.19,0.81
jbpm.csv,0.89,0.96,0.91,1.0,0.26,0.98,1.0,0.92,1.0,0.93,1.0,0.95
jgossipforum.csv,0.85,0.64,0.51,0.85,0.89,0.77,0.07,0.64,0.36,0.83,1.0,0.69
joustsim.csv,0.73,0.73,0.86,0.81,0.5,0.59,0.27,0.15,0.58,0.59,0.4,0.67
madman.csv,0.77,0.79,0.59,0.89,1.02,0.89,0.7,0.75,0.26,0.92,0.95,0.84
mule.csv,0.81,0.51,0.83,0.77,0.47,0.55,0.45,0.58,0.67,0.75,0.9,0.44
nunit.csv,0.86,0.8,0.85,0.59,0.52,0.62,0.48,0.76,1.02,0.64,0.9,0.42
piccolo2d.csv,0.73,0.71,0.54,0.32,0.75,0.62,1.0,0.53,0.36,0.79,1.0,0.64
sblim.csv,0.95,0.59,0.29,0.55,0.81,0.89,1.0,0.38,0.84,0.92,1.0,0.68
