,array4j.csv,mule.csv,sblim.csv,piccolo2d.csv,jbpm.csv,calcubetimer.csv,jgossipforum.csv,joustsim.csv,madman.csv,bigdata.csv,jas.csv,nunit.csv
array4j.csv,0.35,0.49,0.18,0.22,0.23,0.89,0.06,0.33,0.11,0.85,0.15,0.35
bigdata.csv,0.31,0.76,0.22,0.33,0.16,0.59,0.12,0.4,0.25,0.85,0.03,0.38
calcubetimer.csv,0.2,0.39,0.49,0.25,0.36,0.91,0.0,0.38,0.12,0.51,0.0,0.29
jas.csv,0.19,0.11,0.38,0.0,0.25,0.38,0.07,0.25,0.32,0.51,0.44,0.24
jbpm.csv,0.14,0.08,0.14,0.0,0.58,0.04,0.0,0.1,0.0,0.14,0.0,0.09
jgossipforum.csv,0.21,0.52,0.43,0.2,0.1,0.42,0.4,0.53,0.44,0.3,0.0,0.33
joustsim.csv,0.26,0.68,0.32,0.16,0.32,0.63,0.14,0.71,0.33,0.69,0.23,0.37
madman.csv,0.31,0.45,0.37,0.11,0.04,0.41,0.05,0.23,0.54,0.15,0.06,0.19
mule.csv,0.23,0.7,0.21,0.2,0.33,0.85,0.11,0.36,0.25,0.42,0.06,0.49
nunit.csv,0.22,0.33,0.18,0.28,0.29,0.75,0.09,0.21,0.06,0.62,0.06,0.5
piccolo2d.csv,0.29,0.43,0.44,0.47,0.18,0.55,0.0,0.36,0.44,0.36,0.0,0.39
sblim.csv,0.08,0.6,0.63,0.41,0.28,0.19,0.0,0.56,0.28,0.15,0.0,0.37
