,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.45,0.74,0.6,0.02
jajuk.csv,0.04,0.48,0.71,0.76
vapor.csv,0.93,1.0,0.16,0.9
zorannt.csv,0.66,0.09,0.79,0.94
