,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,salasaga.csv
ikvm.csv,0.66,0.56,0.52,0.86,0.65,0.54
mcmc-jags.csv,0.4,0.46,0.49,0.6,0.37,0.47
olap-navigator.csv,0.58,0.52,0.85,0.67,0.44,0.49
pidgin.csv,0.64,0.39,0.61,0.67,0.35,0.53
salasaga.csv,0.53,0.34,0.55,0.53,0.38,0.38
sepgsql.csv,0.63,0.41,0.54,0.82,0.4,0.54
