,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,salasaga.csv
ikvm.csv,0.55,0.76,0.03,0.19,0.68,0.14
mcmc-jags.csv,0.7,0.43,0.05,0.7,0.76,0.24
olap-navigator.csv,0.98,0.48,0.15,0.5,0.83,0.19
pidgin.csv,0.88,0.43,0.07,0.0,0.86,0.15
salasaga.csv,0.6,0.45,0.05,0.34,0.81,0.3
sepgsql.csv,0.97,0.48,0.11,0.45,0.84,0.22
