,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,salasaga.csv
ikvm.csv,0.35,0.85,0.38,0.3,0.45,0.09
mcmc-jags.csv,0.54,0.56,0.59,0.92,0.62,0.53
olap-navigator.csv,0.87,0.52,0.69,0.63,0.62,0.59
pidgin.csv,0.41,0.53,0.51,0.0,0.72,0.24
salasaga.csv,0.33,0.59,0.49,0.67,0.65,0.77
sepgsql.csv,0.66,0.58,0.8,0.38,0.71,0.58
