,qpe.csv,sepgsql.csv,ldview.csv,monetdb.csv,xpontus.csv,netatalk.csv,fmri-dmt.csv,synergyspace.csv,quark.csv,illumination.csv,gss.csv,olex2.csv,ftm.csv,arm-webradio.csv,fulguro.csv
arm-webradio.csv,99.0,13577.5,271.5,197.5,2294.5,263.0,366.0,375.0,191.0,286.5,190.0,98.5,295.0,98.5,856.0
fmri-dmt.csv,99.0,17549.5,345.0,284.0,3580.5,287.0,94.5,182.0,191.0,483.0,196.0,98.5,194.0,98.5,1370.0
ftm.csv,99.0,16750.0,188.0,98.5,2310.0,359.0,98.5,484.0,289.5,190.0,91.5,98.5,191.0,92.5,1451.5
fulguro.csv,99.0,0.0,46.5,95.5,4945.0,176.0,98.5,292.5,247.5,1004.5,196.0,0.0,385.5,282.5,507.0
gss.csv,99.0,13337.5,283.5,98.5,3808.0,281.5,98.5,292.5,289.5,191.0,187.0,98.5,295.0,98.5,606.5
illumination.csv,0.0,0.0,0.0,0.0,5241.0,281.5,98.5,292.5,0.0,289.0,97.5,0.0,0.0,98.5,60.0
ldview.csv,99.0,23832.5,188.0,197.5,3569.5,380.5,98.5,195.0,289.5,385.5,196.0,98.5,295.0,98.5,877.0
monetdb.csv,99.0,2272.5,283.5,98.5,765.5,79.5,98.5,404.5,191.0,289.0,71.5,98.5,97.5,98.5,1425.5
netatalk.csv,99.0,14512.5,188.0,197.5,4724.0,281.5,98.5,292.5,289.5,384.0,196.0,98.5,295.0,98.5,691.0
olex2.csv,99.0,21852.5,11.5,98.5,3239.0,146.0,98.5,509.0,191.0,513.5,175.0,98.5,295.0,98.5,73.5
qpe.csv,99.0,16062.0,188.0,98.5,1496.5,281.5,98.5,292.5,289.5,271.0,187.0,93.5,94.5,92.5,761.5
quark.csv,99.0,26.5,188.0,98.5,838.0,82.5,158.0,310.0,289.5,81.5,91.5,93.5,192.0,86.5,911.5
sepgsql.csv,99.0,7185.0,188.0,98.5,1264.0,91.5,98.5,419.5,289.5,190.0,91.5,98.5,295.0,97.5,1452.5
synergyspace.csv,99.0,10719.0,69.0,95.5,4445.5,215.0,98.5,347.0,241.5,533.5,196.0,92.5,146.0,72.5,594.5
