,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv
calcubetimer.csv,0.46,0.05,0.39,0.29,0.85
chaperon.csv,0.34,0.31,0.35,0.98,0.32
mule.csv,0.68,0.12,0.31,0.29,0.55
springside.csv,0.67,0.78,0.4,0.65,0.68
swtfox.csv,0.25,0.52,0.59,0.29,0.15
