,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv
calcubetimer.csv,0.74,0.33,0.27,0.08,1.0
chaperon.csv,0.63,0.39,0.32,0.5,0.86
mule.csv,0.73,0.56,0.3,0.09,0.94
springside.csv,0.67,0.58,0.29,0.1,0.97
swtfox.csv,0.62,0.32,0.63,0.08,0.73
