,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv
calcubetimer.csv,0.62,0.96,0.94,0.78,0.18
chaperon.csv,0.75,0.76,0.8,0.08,1.0
mule.csv,0.5,0.9,0.83,0.78,0.66
springside.csv,0.65,0.36,0.85,0.73,0.42
swtfox.csv,0.81,0.76,0.49,0.78,1.14
