,gamestone.csv,igarden.csv,owlapi.csv,archive-crawler.csv,nabu-library.csv,ingex.csv,twostep.csv,lphant.csv,nebuladevice.csv,pi-qmc.csv,trinitycore.csv,geochat.csv
archive-crawler.csv,0.86,0.62,0.79,0.71,0.93,0.64,0.65,0.5,0.69,0.63,0.57,0.62
gamestone.csv,0.86,0.88,0.94,0.8,0.94,0.61,0.76,0.0,0.93,0.75,0.96,0.94
geochat.csv,0.5,0.78,0.64,0.58,0.64,0.46,0.46,0.91,0.64,0.56,0.68,0.88
igarden.csv,0.82,0.75,0.95,0.62,0.73,0.54,0.74,0.56,0.53,0.54,0.64,0.85
ingex.csv,0.9,0.92,0.89,0.88,0.81,0.57,0.67,0.88,0.88,0.6,0.94,0.96
lphant.csv,0.46,0.37,0.6,0.56,0.78,0.39,0.48,0.55,0.4,0.56,0.48,0.7
nabu-library.csv,0.46,0.31,0.65,0.42,0.58,0.34,0.51,0.37,0.33,0.53,0.46,0.42
nebuladevice.csv,0.8,0.86,0.8,0.79,0.88,0.89,0.88,0.91,0.93,0.0,0.68,0.94
owlapi.csv,0.0,0.0,0.91,0.67,0.91,0.0,0.0,0.75,0.0,0.5,0.0,0.86
pi-qmc.csv,0.63,0.6,0.64,0.5,0.46,0.39,0.75,0.37,0.49,0.57,0.47,0.46
trinitycore.csv,0.62,0.62,0.74,0.58,0.79,0.47,0.94,0.0,0.89,0.86,0.82,0.89
twostep.csv,0.56,0.35,0.55,0.42,0.58,0.39,0.52,0.53,0.41,0.75,0.51,0.45
