,gamestone.csv,igarden.csv,owlapi.csv,archive-crawler.csv,nabu-library.csv,ingex.csv,twostep.csv,lphant.csv,nebuladevice.csv,pi-qmc.csv,trinitycore.csv,geochat.csv
archive-crawler.csv,11.0,2.0,17.0,0.0,0.0,3.0,6.0,0.0,5.0,5.0,12.0,16.0
gamestone.csv,0.0,2.0,12.0,0.0,1.0,4.0,6.0,54.0,6.0,0.0,2.0,1.0
geochat.csv,31.0,1.0,17.0,6.0,4.0,3.0,0.0,2.0,15.0,30.0,3.0,0.0
igarden.csv,6.0,0.0,4.0,3.0,2.0,0.0,3.0,1.0,16.0,1.0,10.0,7.0
ingex.csv,7.0,1.0,5.0,3.0,36.0,0.0,0.0,0.0,6.0,1.0,7.0,13.0
lphant.csv,32.0,2.0,42.0,1.0,2.0,3.0,0.0,0.0,4.0,21.0,10.0,15.0
nabu-library.csv,23.0,3.0,29.0,3.0,0.0,2.0,12.0,9.0,0.0,5.0,5.0,8.0
nebuladevice.csv,1.0,0.0,5.0,6.0,4.0,1.0,2.0,6.0,0.0,0.0,7.0,0.0
owlapi.csv,59.0,102.0,0.0,77.0,32.0,0.0,0.0,1.0,0.0,0.0,223.0,1.0
pi-qmc.csv,16.0,6.0,4.0,0.0,0.0,1.0,2.0,6.0,17.0,0.0,4.0,6.0
trinitycore.csv,13.0,3.0,21.0,17.0,3.0,2.0,0.0,0.0,11.0,0.0,0.0,8.0
twostep.csv,13.0,1.0,26.0,16.0,3.0,2.0,0.0,0.0,5.0,0.0,20.0,14.0
