,dsworkbench.csv,adonthell.csv,freelords.csv,jpaul.csv,scenemonitor.csv,avisynth2.csv,gephex.csv,ngl.csv,jas.csv,coot.csv,synecdoche.csv
adonthell.csv,0.81,0.23,0.32,0.34,0.38,0.98,1.0,0.5,0.45,0.16,1.0
avisynth2.csv,0.06,0.04,0.0,0.05,0.03,0.03,0.05,0.01,0.05,0.0,0.0
coot.csv,0.0,0.35,0.68,0.85,0.88,0.06,0.63,0.35,0.7,0.27,0.49
dsworkbench.csv,0.12,0.0,0.07,0.0,0.06,0.27,0.02,0.18,0.09,0.14,0.21
freelords.csv,0.69,0.79,0.43,0.34,0.69,0.82,0.71,0.69,0.8,0.62,0.77
gephex.csv,0.94,0.88,0.54,0.78,0.59,0.39,0.34,0.66,0.56,0.97,1.0
jas.csv,0.31,0.54,0.43,0.29,0.28,0.27,0.41,0.44,0.15,0.49,0.51
jpaul.csv,0.44,0.0,0.04,0.27,0.16,0.18,0.0,0.0,0.32,0.0,0.0
ngl.csv,0.94,0.88,0.64,0.71,0.66,0.32,0.88,0.34,0.55,0.62,0.84
scenemonitor.csv,0.69,0.23,0.11,0.07,0.22,0.1,0.1,0.62,0.32,0.3,0.21
synecdoche.csv,0.62,0.15,0.64,0.34,0.62,0.13,0.37,0.36,0.41,0.16,0.23
