,nova.csv,crisscross.csv,mb-unit.csv,ivatamasks.csv,ivataopenportal.csv,kolmafia.csv,olex2.csv
crisscross.csv,0.35,0.96,0.23,0.25,0.17,0.51,0.44
ivatamasks.csv,0.49,0.17,0.61,0.99,0.51,0.7,0.13
ivataopenportal.csv,0.43,0.12,0.54,0.51,0.98,0.58,0.38
kolmafia.csv,0.69,0.33,0.34,0.51,0.38,0.98,0.36
mb-unit.csv,0.18,0.57,1.0,0.33,0.51,0.47,0.67
nova.csv,0.93,0.53,0.25,0.06,0.09,0.23,0.34
olex2.csv,0.27,0.39,0.59,0.65,0.51,0.64,0.97
