,jlinalg.csv,psycle.csv,superwaba.csv,wxcrp.csv,fritzing.csv,arianne.csv,playerstage.csv,knowledge.csv,bl-toolkit.csv,gnukeda.csv,enlightenment.csv,massiv.csv,alsa.csv,amateur-scrolls.csv,doomlegacy.csv
alsa.csv,0.82,0.63,0.5,0.38,0.67,0.53,0.55,0.88,0.77,0.71,0.64,0.01,0.68,0.45,0.67
amateur-scrolls.csv,0.44,0.22,0.29,0.37,0.59,0.31,0.57,0.6,0.08,0.22,0.09,0.03,0.05,0.67,0.12
arianne.csv,0.78,0.78,0.49,0.45,0.6,0.71,0.59,0.94,0.82,0.72,0.74,0.01,0.77,0.46,0.83
bl-toolkit.csv,0.54,0.49,0.3,0.4,0.37,0.64,0.45,0.84,0.86,0.63,0.73,0.02,0.77,0.45,0.67
doomlegacy.csv,0.81,0.72,0.52,0.45,0.7,0.59,0.65,0.96,0.69,0.63,0.73,0.02,0.56,0.54,0.79
enlightenment.csv,0.88,0.79,0.41,0.45,0.66,0.67,0.58,0.96,0.82,0.71,0.68,0.01,0.71,0.47,0.86
fritzing.csv,0.73,0.69,0.61,0.41,0.72,0.49,0.6,0.85,0.66,0.54,0.67,0.02,0.49,0.27,0.27
gnukeda.csv,0.69,0.59,0.43,0.48,0.6,0.61,0.57,0.54,0.25,0.77,0.57,0.02,0.55,0.48,0.87
jlinalg.csv,0.86,0.33,0.35,0.31,0.52,0.58,0.48,0.49,0.67,0.59,0.46,0.02,0.36,0.5,0.76
knowledge.csv,0.88,0.66,0.53,0.49,0.64,0.61,0.59,0.93,0.77,0.72,0.66,0.02,0.78,0.41,0.83
massiv.csv,0.21,0.02,0.42,0.12,0.46,0.18,0.0,0.0,0.11,0.14,0.0,0.32,0.0,0.56,0.0
playerstage.csv,0.72,0.59,0.56,0.43,0.69,0.45,0.7,0.82,0.32,0.61,0.67,0.02,0.39,0.33,0.47
psycle.csv,0.89,0.7,0.56,0.39,0.7,0.71,0.59,0.94,0.79,0.73,0.69,0.02,0.57,0.5,0.75
superwaba.csv,0.59,0.63,0.69,0.57,0.65,0.55,0.53,0.74,0.61,0.44,0.5,0.02,0.73,0.48,0.76
wxcrp.csv,0.81,0.73,0.49,0.55,0.63,0.6,0.58,0.88,0.73,0.6,0.36,0.01,0.37,0.4,0.82
