,xstore.csv,pcsx2.csv,dataobjectsdotnet.csv,img-browse-sort.csv
dataobjectsdotnet.csv,0.71,0.69,0.65,0.8
img-browse-sort.csv,0.41,0.41,0.76,0.82
pcsx2.csv,0.78,0.48,0.51,0.45
xstore.csv,0.52,0.41,0.43,0.3
