,xstore.csv,pcsx2.csv,dataobjectsdotnet.csv,img-browse-sort.csv
dataobjectsdotnet.csv,0.45,0.34,0.97,0.18
img-browse-sort.csv,0.52,0.63,0.29,0.88
pcsx2.csv,0.28,0.99,0.44,0.49
xstore.csv,1.0,0.51,0.49,0.5
