,xstore.csv,pcsx2.csv,dataobjectsdotnet.csv,img-browse-sort.csv
dataobjectsdotnet.csv,0.49,0.44,0.98,0.22
img-browse-sort.csv,0.59,0.7,0.36,0.92
pcsx2.csv,0.34,0.99,0.45,0.36
xstore.csv,1.0,0.59,0.46,0.43
