,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.82,1.0,0.79,0.5,0.86,0.99,0.5,0.97,0.57,0.69,0.96,0.77,0.62,1.0,0.6
aufs.csv,0.28,0.4,0.06,0.83,0.61,0.73,0.82,0.32,0.21,0.4,0.69,0.42,0.32,0.37,0.17
bulmages.csv,0.0,0.28,0.11,0.67,0.44,0.13,0.18,0.09,0.0,0.35,0.24,0.0,0.38,0.16,0.0
coot.csv,0.02,0.34,0.64,0.94,0.84,0.63,0.68,0.65,0.28,0.39,0.73,0.7,0.32,0.47,0.4
emono.csv,0.62,0.87,0.51,0.78,0.76,0.99,0.93,0.61,0.92,0.85,0.97,0.93,0.59,0.89,0.45
extprosys.csv,0.94,0.26,0.96,0.22,0.93,0.65,0.79,0.35,0.01,0.51,0.8,0.58,0.38,0.68,0.38
freelords.csv,0.83,0.19,0.96,0.83,0.93,0.84,0.5,0.47,0.66,0.57,0.55,0.37,0.65,0.47,0.5
jnode.csv,0.28,0.13,0.06,0.33,0.0,0.2,0.07,0.21,0.09,0.2,0.0,0.0,0.41,0.05,0.0
jruby.csv,0.71,0.07,0.45,0.44,0.33,0.57,0.07,0.18,1.0,0.76,0.09,0.84,0.0,0.42,0.05
jsecurity.csv,0.1,0.1,0.11,0.0,0.24,0.61,0.14,0.16,0.31,0.08,0.27,0.14,0.3,0.42,0.19
matrex.csv,0.36,0.03,0.09,0.44,0.07,0.31,0.0,0.07,0.0,0.0,0.13,0.21,0.11,0.05,0.07
officefloor.csv,0.37,0.14,0.3,0.0,0.05,0.43,0.11,0.29,0.22,0.22,0.24,0.3,0.27,0.58,0.05
projectfactory.csv,0.5,0.03,0.36,0.11,0.11,0.42,0.43,0.21,0.18,0.2,0.2,0.37,0.38,0.37,0.43
taverna.csv,0.27,0.06,0.26,0.22,0.15,0.18,0.25,0.08,0.02,0.11,0.04,0.44,0.27,0.11,0.36
vxl.csv,0.28,0.67,0.43,0.22,0.64,0.34,0.21,0.51,0.92,0.62,0.84,0.28,0.16,0.58,0.5
