,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.27,0.28,0.28,0.8,0.19,0.03,0.76,0.03,0.39,0.23,0.47,0.5,0.6,0.86,0.72
aufs.csv,0.29,0.29,0.0,0.72,0.05,0.03,0.72,0.01,0.53,0.18,0.52,0.56,0.37,0.89,0.59
bulmages.csv,0.0,0.23,0.25,0.75,0.16,0.04,0.62,0.01,0.0,0.35,0.71,1.0,0.67,0.83,0.0
coot.csv,0.33,0.24,0.29,0.72,0.14,0.03,0.72,0.02,0.31,0.26,0.48,0.45,0.7,0.88,0.7
emono.csv,0.27,0.27,0.34,0.73,0.16,0.04,0.71,0.03,0.33,0.23,0.48,0.47,0.61,0.86,0.76
extprosys.csv,0.25,0.49,0.34,0.71,0.17,0.02,0.75,0.04,0.67,0.23,0.44,0.47,0.39,0.88,0.69
freelords.csv,0.25,0.48,0.35,0.65,0.19,0.04,0.79,0.04,0.31,0.22,0.59,0.45,0.58,0.88,0.68
jnode.csv,0.2,0.15,0.4,0.7,1.0,0.13,0.75,0.03,0.0,0.27,0.0,1.0,0.63,0.83,1.0
jruby.csv,0.26,0.25,0.29,0.78,0.19,0.03,0.88,0.06,0.32,0.2,0.81,0.51,1.0,0.92,0.85
jsecurity.csv,0.42,0.52,0.33,1.0,0.41,0.05,0.81,0.02,0.19,0.33,0.51,0.45,0.69,0.84,0.83
matrex.csv,0.28,0.5,0.38,0.75,0.15,0.02,1.0,0.14,1.0,0.0,0.86,0.47,0.43,0.95,0.81
officefloor.csv,0.33,0.17,0.24,1.0,0.44,0.06,0.77,0.06,0.45,0.1,0.65,0.52,0.57,0.82,0.9
projectfactory.csv,0.27,0.5,0.42,0.67,0.36,0.05,0.71,0.04,0.6,0.24,0.5,0.59,0.33,0.87,0.67
taverna.csv,0.3,0.38,0.59,0.33,0.22,0.08,0.59,0.04,0.6,0.36,0.75,0.51,0.71,0.83,0.63
vxl.csv,0.33,0.3,0.28,0.83,0.21,0.02,0.84,0.04,0.33,0.21,0.5,0.54,0.57,0.88,0.62
