,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.5,0.0,0.43,0.71,0.43,0.05,0.55,0.13,0.69,0.59,0.17,0.55,0.68,0.0,0.67
aufs.csv,0.39,0.45,0.0,0.47,0.15,0.46,0.46,0.16,0.55,0.36,0.59,0.59,0.21,0.48,0.14
bulmages.csv,0.0,0.24,0.09,0.63,0.39,0.14,0.12,0.04,0.0,0.7,0.64,0.04,0.68,0.14,0.0
coot.csv,0.04,0.3,0.48,0.24,0.39,0.47,0.52,0.37,0.31,0.54,0.53,0.52,0.7,0.54,0.52
emono.csv,0.6,0.4,0.51,0.54,0.48,0.05,0.26,0.58,0.3,0.46,0.13,0.27,0.7,0.36,0.69
extprosys.csv,0.24,0.64,0.17,0.27,0.26,0.37,0.52,0.57,0.06,0.55,0.45,0.52,0.25,0.58,0.47
freelords.csv,0.47,0.47,0.17,0.41,0.27,0.45,0.63,0.64,0.55,0.57,0.69,0.36,0.65,0.53,0.55
jnode.csv,0.26,0.07,0.09,0.36,0.04,0.76,0.1,0.25,0.0,0.33,0.0,0.04,0.64,0.05,0.05
jruby.csv,0.58,0.07,0.4,0.62,0.37,0.48,0.23,0.47,0.0,0.51,0.45,0.48,0.02,0.67,0.17
jsecurity.csv,0.26,0.3,0.13,0.06,0.73,0.67,0.26,0.16,0.19,0.17,0.33,0.16,0.63,0.36,0.52
matrex.csv,0.46,0.1,0.13,0.55,0.06,0.22,0.05,0.47,0.19,0.0,0.83,0.25,0.1,0.17,0.19
officefloor.csv,0.58,0.1,0.22,0.09,0.21,0.61,0.16,0.67,0.45,0.12,0.49,0.4,0.36,0.4,0.26
projectfactory.csv,0.55,0.1,0.54,0.11,0.3,0.51,0.4,0.36,0.61,0.28,0.25,0.6,0.21,0.39,0.47
taverna.csv,0.39,0.11,0.74,0.06,0.21,0.43,0.16,0.13,0.1,0.28,0.15,0.52,0.64,0.1,0.36
vxl.csv,0.47,0.58,0.36,0.49,0.61,0.22,0.45,0.72,0.3,0.55,0.46,0.4,0.24,0.58,0.43
