,recall,precision,pf,pci_20,ifa,wins
alpine.csv,0.7,0.45,0.31,0.44,3.0,3
badtrinity-zero.csv,0.68,0.37,0.33,0.38,1.0,5
biodwh.csv,0.42,0.71,0.17,0.57,0.0,14
critterding.csv,0.77,0.62,0.65,0.47,3.0,4
elateportal.csv,0.79,0.56,0.6,0.44,1.0,9
enzo.csv,0.87,0.49,0.91,0.4,3.0,1
factor.csv,0.17,0.6,0.09,0.75,1.0,13
gusanos.csv,0.67,0.59,0.43,0.43,2.0,7
miranda.csv,0.17,0.18,0.17,0.38,4.0,0
modplug.csv,0.88,0.49,0.75,0.42,2.0,2
monetdb.csv,0.42,0.69,0.17,0.57,2.0,11
quarkplayer.csv,0.15,0.49,0.25,0.89,3.0,6
reactos-mirror.csv,0.69,0.62,0.45,0.49,2.0,10
sandiaportals.csv,0.68,0.5,0.4,0.54,2.0,8
xbplayer.csv,0.56,0.6,0.31,0.52,1.0,12
