,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,modplug.csv,enzo.csv,elateportal.csv,sandiaportals.csv,biodwh.csv,factor.csv,miranda.csv
alpine.csv,0.41,0.45,0.51,0.32,0.47,0.2,0.05,0.7,0.9,0.91,0.97,0.0,0.12,0.33,0.66
badtrinity-zero.csv,0.67,0.0,0.64,0.0,0.37,0.08,0.07,0.0,0.74,0.0,0.94,0.79,0.33,0.76,0.7
biodwh.csv,0.65,0.71,0.67,0.51,0.57,0.12,0.07,0.78,0.88,0.91,1.0,0.95,0.41,0.79,0.72
critterding.csv,0.42,0.62,0.47,0.32,0.31,0.07,0.07,0.7,0.82,0.89,0.89,0.81,0.18,0.76,0.65
elateportal.csv,0.41,0.46,0.56,0.4,0.46,0.14,0.06,0.77,0.65,0.59,1.0,0.75,0.14,0.76,0.68
enzo.csv,0.39,0.43,0.49,0.32,0.3,0.08,0.06,0.76,0.68,0.92,0.88,0.73,0.15,0.6,0.67
factor.csv,0.33,0.58,0.6,0.48,0.7,0.12,0.0,0.55,1.0,1.0,0.67,0.94,0.18,0.95,0.69
gusanos.csv,0.59,0.5,0.6,0.38,0.32,0.17,0.1,0.91,0.86,1.0,0.89,0.0,0.16,0.78,0.71
miranda.csv,0.0,0.0,0.63,0.0,0.41,0.07,0.0,0.0,0.61,0.0,0.93,0.75,0.18,0.2,0.78
modplug.csv,0.4,0.45,0.49,0.34,0.38,0.09,0.07,0.69,0.88,0.89,0.91,0.83,0.16,0.77,0.65
monetdb.csv,0.41,0.6,0.68,0.69,0.56,0.17,0.04,0.94,0.92,0.88,1.0,1.0,0.17,0.87,0.7
quarkplayer.csv,0.49,0.71,0.52,0.36,0.08,0.05,0.18,0.45,0.78,0.8,0.0,0.62,0.09,0.68,0.64
reactos-mirror.csv,0.62,0.62,0.56,0.41,0.46,0.1,0.06,0.71,0.8,0.85,0.93,0.75,0.2,0.2,0.66
sandiaportals.csv,0.46,0.5,0.58,0.4,0.43,0.11,0.07,0.75,0.93,0.75,0.0,0.93,0.12,0.86,0.7
xbplayer.csv,0.46,0.61,0.59,0.5,0.6,0.17,0.06,0.91,0.69,1.0,0.95,0.96,0.16,0.5,0.72
