,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,modplug.csv,enzo.csv,elateportal.csv,sandiaportals.csv,biodwh.csv,factor.csv,miranda.csv
alpine.csv,0.96,1.0,0.7,1.0,0.53,0.36,0.86,1.0,0.54,0.9,0.34,1.0,0.98,0.97,1.0
badtrinity-zero.csv,0.87,1.0,0.48,1.0,0.75,0.94,0.84,1.0,0.65,1.0,0.45,0.72,0.53,0.53,0.77
biodwh.csv,0.63,0.66,0.66,0.5,0.59,0.64,0.78,0.61,0.52,0.56,0.95,0.64,0.24,0.74,0.61
critterding.csv,0.68,0.51,0.87,0.73,0.89,0.9,0.86,0.71,0.48,0.47,0.7,0.56,0.7,0.51,0.86
elateportal.csv,0.79,0.81,0.62,0.6,0.49,0.49,0.82,0.57,0.86,0.99,0.05,0.84,0.83,0.53,0.79
enzo.csv,0.87,0.9,0.99,0.88,0.96,0.92,0.85,0.61,1.0,0.32,1.0,0.95,0.97,1.01,0.82
factor.csv,0.99,0.8,0.89,0.56,0.85,0.7,1.0,0.89,0.93,0.99,0.97,0.68,0.84,0.11,0.74
gusanos.csv,0.87,0.69,0.55,0.68,0.99,0.61,0.53,0.27,0.57,0.98,0.66,1.0,0.68,0.45,0.65
miranda.csv,1.0,1.0,0.64,1.0,0.59,0.86,1.0,1.0,0.85,1.0,0.51,1.0,0.84,0.99,0.48
modplug.csv,0.89,0.87,0.75,0.87,0.75,0.81,0.97,0.88,0.34,0.55,0.67,0.56,0.76,0.47,0.98
monetdb.csv,0.71,0.68,0.7,0.74,0.42,0.48,0.88,0.57,0.59,0.93,0.45,0.64,0.68,0.38,0.73
quarkplayer.csv,0.66,0.85,0.7,0.74,0.99,0.93,0.32,0.95,0.88,0.73,1.2,0.88,0.93,0.68,0.88
reactos-mirror.csv,0.46,0.47,0.61,0.55,0.49,0.61,0.79,0.69,0.51,0.6,0.5,1.0,0.6,1.01,1.0
sandiaportals.csv,0.64,0.66,0.6,0.61,0.54,0.61,0.74,0.6,0.52,0.81,1.05,0.27,0.77,0.35,0.66
xbplayer.csv,0.75,0.63,0.58,0.45,0.43,0.41,0.71,0.58,0.73,0.87,0.39,0.53,0.67,0.89,0.59
