,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv
calcubetimer.csv,0.93,0.76,0.82,1.0,1.0
chaperon.csv,0.03,0.04,0.22,1.0,0.32
mule.csv,0.99,0.1,0.18,0.25,0.23
springside.csv,0.66,1.0,0.42,1.0,0.57
swtfox.csv,0.26,0.65,1.0,0.0,0.34
