,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv
calcubetimer.csv,0.35,0.46,0.36,0.41,0.43
chaperon.csv,0.88,0.75,0.94,0.75,0.95
mule.csv,0.46,0.92,0.89,0.67,0.54
springside.csv,0.39,0.58,0.46,0.44,0.36
swtfox.csv,0.85,0.6,0.7,0.76,0.9
