,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv
calcubetimer.csv,0.44,0.73,0.2,0.51,1.0
chaperon.csv,0.04,0.05,0.26,1.0,0.36
mule.csv,0.99,0.12,0.21,0.29,0.27
springside.csv,0.61,1.0,0.42,0.84,0.6
swtfox.csv,0.3,0.48,1.0,0.0,0.38
