,brlcad.csv,ogre.csv,autat.csv,mimosa.csv,google-web-toolkit.csv,ftm.csv,jcache.csv
autat.csv,0.08,0.08,0.69,0.24,0.45,0.56,0.24
brlcad.csv,0.75,0.07,0.44,0.0,0.27,0.92,0.0
ftm.csv,0.97,0.73,0.81,0.95,0.68,0.7,0.82
google-web-toolkit.csv,0.19,0.09,0.44,0.89,0.6,0.57,0.88
jcache.csv,0.99,0.69,1.0,0.82,0.84,0.74,0.94
mimosa.csv,1.0,0.95,1.0,0.87,0.8,0.95,0.76
ogre.csv,0.36,0.95,0.5,0.66,0.62,0.57,0.62
