,brlcad.csv,ogre.csv,autat.csv,mimosa.csv,google-web-toolkit.csv,ftm.csv,jcache.csv
autat.csv,0.1,0.1,0.69,0.26,0.48,0.58,0.28
brlcad.csv,0.73,0.08,0.47,0.0,0.31,0.44,0.0
ftm.csv,0.24,0.0,0.68,0.65,0.59,0.67,0.82
google-web-toolkit.csv,0.22,0.11,0.48,0.09,0.61,0.6,0.81
jcache.csv,0.49,0.0,0.61,0.65,0.56,0.66,0.91
mimosa.csv,0.43,0.0,0.24,0.85,0.41,0.24,0.76
ogre.csv,0.39,0.96,0.45,0.68,0.53,0.51,0.3
