,xmemcached.csv,httpcontentparser.csv,bdbbasic.csv,qse.csv,google-gears.csv
bdbbasic.csv,0.74,0.72,0.95,0.71,0.58
google-gears.csv,0.59,0.44,0.55,0.42,0.97
httpcontentparser.csv,0.05,0.92,0.0,0.07,0.29
qse.csv,0.72,0.66,0.52,0.98,0.51
xmemcached.csv,0.97,0.45,0.41,0.59,0.44
