,xmemcached.csv,httpcontentparser.csv,bdbbasic.csv,qse.csv,google-gears.csv
bdbbasic.csv,0.37,0.42,0.6,0.44,0.44
google-gears.csv,0.44,0.46,0.59,0.79,0.5
httpcontentparser.csv,0.88,0.94,0.92,0.67,0.98
qse.csv,0.43,0.47,0.64,0.53,0.52
xmemcached.csv,0.68,0.94,0.67,0.55,0.61
