,xmemcached.csv,httpcontentparser.csv,bdbbasic.csv,qse.csv,google-gears.csv
bdbbasic.csv,0.55,0.3,0.92,0.72,0.68
google-gears.csv,0.46,0.21,0.43,0.48,0.98
httpcontentparser.csv,0.06,0.95,0.0,0.11,0.36
qse.csv,0.51,0.23,0.55,0.99,0.61
xmemcached.csv,0.98,0.43,0.35,0.54,0.53
