,xmemcached.csv,httpcontentparser.csv,bdbbasic.csv,qse.csv,google-gears.csv
bdbbasic.csv,0.42,0.19,0.9,0.75,0.85
google-gears.csv,0.38,0.12,0.37,0.68,0.98
httpcontentparser.csv,0.12,1.0,0.0,0.67,0.62
qse.csv,0.38,0.14,0.64,1.0,0.87
xmemcached.csv,1.0,0.47,0.33,0.47,0.8
